time,Speed_Compact_Winter_Test1,Speed_Compact_Winter_Test2,Speed_Compact_Winter_Test3,Speed_Compact_Winter_Test4,Speed_Compact_Winter_Test5,Speed_Compact_AllSeason_Test1,Speed_Compact_AllSeason_Test2,Speed_Compact_AllSeason_Test3,Speed_Compact_AllSeason_Test4,Speed_Compact_AllSeason_Test5,Speed_Compact_Summer_Test1,Speed_Compact_Summer_Test2,Speed_Compact_Summer_Test3,Speed_Compact_Summer_Test4,Speed_Compact_Summer_Test5,Speed_Sedan_Winter_Test1,Speed_Sedan_Winter_Test2,Speed_Sedan_Winter_Test3,Speed_Sedan_Winter_Test4,Speed_Sedan_Winter_Test5,Speed_Sedan_AllSeason_Test1,Speed_Sedan_AllSeason_Test2,Speed_Sedan_AllSeason_Test3,Speed_Sedan_AllSeason_Test4,Speed_Sedan_AllSeason_Test5,Speed_Sedan_Summer_Test1,Speed_Sedan_Summer_Test2,Speed_Sedan_Summer_Test3,Speed_Sedan_Summer_Test4,Speed_Sedan_Summer_Test5,Speed_SUV_Winter_Test1,Speed_SUV_Winter_Test2,Speed_SUV_Winter_Test3,Speed_SUV_Winter_Test4,Speed_SUV_Winter_Test5,Speed_SUV_AllSeason_Test1,Speed_SUV_AllSeason_Test2,Speed_SUV_AllSeason_Test3,Speed_SUV_AllSeason_Test4,Speed_SUV_AllSeason_Test5,Speed_SUV_Summer_Test1,Speed_SUV_Summer_Test2,Speed_SUV_Summer_Test3,Speed_SUV_Summer_Test4,Speed_SUV_Summer_Test5
47.71,23.727,25.045,25.039,24.713,26.043,24.304,25.317,24.757,24.969,NaN,24.607,24.522,24.836,24.495,NaN,25.021,25.229,24.494,24.6,24.13,24.782,23.929,25.296,25.109,24.791,25.099,24.224,25.133,24.784,NaN,24.362,25.264,24.521,23.324,22.876,24.145,22.87,23.485,24.383,23.965,24.528,23.818,24.198,NaN,24.816
47.72,24.091,24.718,24.429,25.937,24.162,25.975,25.47,24.563,24.4,25.5,23.503,25.316,24.44,24.266,25.429,25.257,25.426,25.234,24.859,25.196,NaN,24.955,24.299,25.073,24.926,NaN,25.241,25.468,25.175,24.972,24.228,23.554,23.413,23.858,23.363,24.236,23.614,24.433,24.207,23.319,23.871,24.17,23.814,23.905,23.703
47.73,24.369,25.09,24.182,26.261,25.165,25.216,24.98,23.993,24.145,25.445,23.918,25.16,25.037,24.166,24.186,24.563,24.725,25.645,24.759,24.879,24.52,25.501,24.473,24.9,26.221,24.402,25.502,25.175,25.86,23.737,24.441,23.888,24.302,23.65,23.34,24.485,23.579,24.671,23.592,25.589,24.188,24.365,25.088,24.112,23.327
47.74,24.493,25.196,24.974,24.474,25.917,25.031,25.753,24.311,25.077,24.706,25.045,25.951,24.344,24.669,24.8,25.167,25.905,25.342,23.776,24.874,NaN,25.4,25.561,24.366,25.48,25.301,25.225,24.955,24.914,24.042,23.899,23.953,NaN,23.575,23.343,24.305,23.889,24.38,24.707,24.69,23.598,23.574,24.967,24.232,23.276
47.75,24.067,NaN,24.954,24.437,25.42,25.108,NaN,24.514,24.199,24.681,24.398,24.216,24.431,23.999,24.194,25.408,23.87,24.625,25.397,24.601,25.444,25.118,25.502,23.716,24.304,25.083,25.553,25.259,25.042,24.324,23.704,24.419,23.595,24.412,22.755,24.322,23.751,24.104,24.522,24.934,24.391,24.614,24.777,22.893,23.182
47.76,24.655,NaN,24.185,26.25,24.946,24.967,24.155,25.17,24.749,24.39,25.396,23.855,25.062,24.395,23.712,24.806,25.447,25.467,24.267,NaN,25.545,24.457,25.471,23.869,25.712,25.679,24.206,25.095,24.306,NaN,23.791,22.978,23.716,23.234,23.281,24.861,22.333,23.885,23.844,24.518,24.363,24.422,24.535,23.864,22.509
47.77,25.363,25.747,24.748,25.518,25.434,24.185,25.672,25.614,24.467,24.523,24.846,25.187,24.252,24.571,25.413,24.322,25.813,25.323,24.781,24.386,24.784,24.719,25.397,24.862,25.724,25.15,25.464,24.835,24.847,24.569,24.644,24.197,23.598,24.276,23.589,24.751,23.3,24.094,NaN,23.843,24.285,24.846,25.034,23.976,24.113
47.78,24.257,25.493,25.267,25.413,24.688,24.982,25.568,23.993,25.591,23.886,25.347,24.233,24.471,24.749,24.432,24.856,24.414,25.052,24.616,25.078,24.829,23.565,25.274,23.504,25.347,25.166,25.578,25.184,23.309,24.11,23.833,25,24.685,23.961,23.499,23.371,22.66,24.779,23.876,24.982,23.83,23.69,24.749,NaN,23.925
47.79,24.838,NaN,24.893,24.975,25.236,24.618,25.674,25.651,24.051,25.035,23.614,25.064,24.183,25.598,24.297,25.587,25.074,25.567,24.753,23.734,24.373,25.302,24.243,24.75,25.139,24.406,25.657,25.86,23.776,25.214,23.529,23.222,23.933,22.436,23.66,23.591,23.676,24.339,24.898,23.504,23.75,24.559,24.274,23.469,22.951
47.8,24.541,24.702,24.292,25.799,25.84,25.487,25.018,24.487,25.207,25.424,25.024,24.841,24.751,24.689,24.777,25.124,24.919,25.124,24.894,23.673,25.842,23.42,24.977,24.886,24.033,24.208,25.65,25.535,24.779,NaN,24.348,24.058,NaN,22.96,23.309,24.479,22.82,24.189,24.695,24.485,24.281,24.616,25.119,23.321,23.811
47.81,24.553,25.603,24.897,26.036,25.323,23.875,24.648,24.41,24.292,25.947,25.034,24.23,23.528,24.814,24.726,25.471,25.173,25.819,23.962,25.087,NaN,25.246,26.473,24.214,24.592,25.798,25.246,24.634,24.914,25.377,23.814,23.255,24.114,24.249,22.254,24.332,23.465,24.371,24.425,23.836,23.946,25.542,24.982,23.729,24.789
47.82,24.181,25.173,25.697,25.733,25.125,24.87,24.867,25.817,24.716,24.202,25.85,24.237,25.569,24.986,24.788,24.002,24.668,25.531,25.598,24.821,24.847,24.879,25.52,23.793,25.229,25.108,25.218,25.946,24.102,24.403,23.891,24.278,24.191,23.932,23.782,24.672,23.715,24.696,25.082,23.361,24.432,24.25,24.767,23.311,25.46
47.83,24.826,25.353,25.139,25.302,25.48,23.669,26.162,25.197,24.549,24.302,24.558,24.001,24.933,24.792,24.553,24.923,25.818,24.86,25.102,25.122,25.151,24.055,25.354,24.644,25.13,23.877,26.047,25.293,24.213,24.575,22.699,23.611,24.577,23.998,23.112,23.513,23.139,23.042,25.294,24.46,23.826,24.302,25.111,24.092,25.131
47.84,25.775,24.616,24.886,25.166,25.368,24,25.713,24.664,25.244,24.204,24.601,23.809,25.092,24.852,24.82,25.472,25.71,24.783,25.275,23.713,24.477,24.636,25.501,23.532,25.284,NaN,26.444,25.336,24.691,23.971,23.869,24.807,23.699,23.628,22.865,23.795,23.21,24.664,NaN,24.689,23.305,23.812,24.276,23.931,23.219
47.85,24.885,24.896,24.744,25.832,26.659,25.643,25.981,23.964,24.821,24.188,NaN,24.71,23.53,25.353,24.799,25.01,25.566,26.295,24.514,23.769,24.994,24.263,25.647,24.75,25.364,24.788,25.001,25.757,25.427,23.848,23.29,23.483,25.079,23.885,24.516,24,24.882,24.299,24.802,23.432,23.923,23.902,24.33,24.517,23.79
47.86,24.42,25.623,23.954,25.984,24.772,24.417,25.943,24.794,24.725,25.318,23.831,25.636,25.436,25.179,25.639,23.749,25.333,24.474,26.113,24.115,NaN,23.948,25.359,24.01,25.073,25.671,25.108,25.113,25.074,25.178,23.655,23.79,24.599,22.73,23.828,23.784,22.56,24.315,24.182,23.844,24.105,25.096,24.382,24.015,24.238
47.87,24.26,24.518,23.881,25.279,25.047,24.379,24.951,24.041,25.572,25.709,24.968,24.456,24.593,25.011,25.468,25.444,25.328,25.763,25.671,24.523,25.287,24.372,24.907,23.163,25.727,24.156,25.872,25.152,25.205,24.936,23.778,NaN,23.912,22.931,24.251,23.066,23.415,24.379,24.916,23.694,24.132,24.107,24.148,23.327,23.923
47.88,24.388,25.27,25.276,25.591,25.531,25.351,24.815,24.816,25.35,24.991,24.65,25.436,24.35,25.003,24.801,25.426,24.57,25.678,24.674,24.255,25.066,25.256,25.325,24.528,25.418,24.866,25.716,25.136,24.506,24.684,24.037,22.655,23.497,23.593,23.151,23.743,23.073,23.727,23.808,23.664,23.301,23.557,24.245,24.562,24.837
47.89,24.803,25.256,24.793,25.326,25.728,24.258,25.324,24.496,25.454,25.088,24.335,25.038,25.814,24.192,24.066,25.706,24.294,24.336,26.013,24.255,25.434,23.58,25.59,24.53,26.101,23.182,25.514,25.266,23.958,23.631,23.902,23.353,23.923,23.438,24.605,25.214,23.347,25.166,NaN,23.412,24.473,22.856,24.308,NaN,23.817
47.9,24.933,24.278,25.354,NaN,25.398,24.288,24.929,25.158,25.453,24.073,24.161,25.708,24.182,24.177,24.124,25.572,25.615,24.872,24.631,24.825,25.348,23.828,24.82,23.869,24.764,24.389,25.684,25.512,24.27,NaN,23.241,23.847,23.831,22.679,23.766,25.089,23.169,23.074,24.526,23.058,23.936,23.501,25.039,23.056,24.574
47.91,24.778,24.691,24.776,24.887,25.837,24.919,25.498,23.797,25.166,23.79,25.189,25.365,24.716,23.976,24.584,24.495,25.66,24.833,NaN,24.81,25.551,24.582,24.524,24.34,25.491,24.735,24.256,25.047,24.787,23.731,23.564,24.328,22.705,22.752,23.638,24.274,23.624,24.23,23.363,24.604,24.356,23.914,23.979,23.312,NaN
47.92,24.932,24.787,25.376,26.582,25.412,24.85,24.828,25.272,25.162,23.589,25.569,24.35,24.005,24.972,24.052,24.485,24.614,23.988,25.446,23.461,24.533,25.019,25.245,24.128,24.321,24.289,24.42,24.8,24.08,24.653,24.061,23.129,22.881,23.148,22.085,24.484,23.747,24.362,24.356,24.824,24.671,23.832,24.278,24.426,24.086
47.93,25.269,25.469,24.272,24.814,25.578,23.639,25.26,25.425,25.05,24.572,24.752,25.378,25.285,25.057,25.186,25.538,25.631,25.731,24.307,25.303,26.17,23.279,25.368,25.097,24.731,25.667,25.219,24.291,24.174,24.603,22.799,23.495,23.999,23.621,23.748,24.872,21.628,23.719,23.904,24.398,24.405,24.534,24.461,23.379,23.725
47.94,24.509,24.646,24.383,25.462,24.701,25.13,24.978,24.859,24.859,25.103,23.907,25.137,24.56,24.508,24.259,24.216,24.932,25.064,26.02,NaN,NaN,NaN,25.311,23.861,24.471,24.724,24.282,25.303,24.948,25.215,23.127,23.59,23.715,23.587,24.151,24.059,23.494,24.124,23.467,24.588,23.472,24.373,24.372,NaN,23.734
47.95,23.689,25.311,23.867,25.588,25.993,25.049,NaN,24.546,25.178,NaN,23.871,24.316,24.917,23.47,25.026,25.575,24.158,25.91,25.792,25.348,24.676,23.556,25.321,24.948,25.775,25.75,NaN,25.229,24.515,24.047,23.817,23.679,24.203,23.809,22.718,24.041,22.589,23.023,22.885,23.935,24.574,24.571,24.595,24.238,23.874
47.96,25.003,24.778,25.555,24.405,25.054,NaN,26.395,24.524,24.471,25.219,23.597,25.879,25.001,24.457,24.365,25.858,24.145,25.229,24.711,23.268,25.982,23.493,25.685,24.757,25.176,25.451,24.664,24.759,25.75,23.613,23.395,23.908,23.622,24.02,23.647,23.122,22.601,24.285,24.312,23.564,24.057,24.552,23.14,24.076,24.703
47.97,25.036,24.9,24.273,25.187,26.363,25.674,25.902,25.308,24.102,25.11,23.452,25.675,25.596,NaN,25.055,25.148,25.868,25.746,24.777,25.011,24.695,23.869,26.489,24.72,25.002,25.367,24.349,24.212,24.749,25.122,23.658,24.006,24.157,22.709,22.615,22.984,24.563,24.038,24.728,23.991,23.34,23.745,23.537,23.175,23.178
47.98,23.528,NaN,24.099,26.041,25.773,24.546,26.424,24.535,25.117,24.708,24.476,24.765,25.217,25.139,24.199,24.456,25.675,25,24.893,24.04,25.437,25.13,25.251,23.801,25.464,24.334,23.598,24.713,24.901,24.801,23.313,24.117,23.919,23.648,23.759,23.418,23.236,23.486,23.579,25.012,23.724,23.259,23.852,24.085,NaN
47.99,25.474,NaN,24.934,24.403,25.462,25.106,24.981,25.994,24.092,25.494,24.181,24.046,NaN,25.729,24.703,24.752,25.823,25.251,25.111,24.852,24.699,24.101,24.274,24.535,23.976,24.707,25.238,25.493,24.293,24.946,23.832,23.245,24.564,22.867,23.763,24.86,23.495,24.608,24.079,25.41,25.048,24.225,24.617,23.159,23.521
48,23.304,24.048,24.967,25.669,25.781,25.237,24.826,25.159,23.931,NaN,23.693,24.896,24.116,24.471,24.514,24.965,25.498,25.181,24.523,24.433,25.065,24.162,25.488,25.108,24.469,25.643,25.221,24.349,25.498,24.448,24.661,23.068,24.775,22.161,24.547,23.531,23.151,24.051,24.158,23.679,24.566,25.368,24.409,23.896,24.655
48.01,24.458,25.285,25.367,25.306,25.682,24.652,25.123,24.291,23.937,23.72,24.82,NaN,24.735,25.572,23.442,24.453,25.265,24.872,25.884,24.065,23.241,24.287,23.683,24.915,24.336,25.344,NaN,25.675,24.272,25.018,24.586,23.02,24.272,23.596,23.389,23.8,23.568,24.332,23.556,24.312,23.635,24.972,22.905,23.869,24.715
48.02,24.393,25.569,24.785,26.517,25.8,25.733,24.885,24.919,23.937,25.095,24.56,24.308,24.123,24.445,25.664,24.08,25.733,25.133,NaN,24.332,25.32,23.863,25.75,23.884,24.081,NaN,24.347,24.934,25.329,24.454,23.694,22.814,23.779,23.315,24.28,NaN,23.533,23.043,24.427,24.528,24.419,23.213,24.705,24.401,24.191
48.03,23.774,25.319,25.19,24.364,25.841,24.542,25.645,23.606,25.323,24.347,25.303,25.013,24.864,24.24,24.938,24.129,25.256,24.753,25.638,NaN,23.909,23.642,25.723,24.536,25.315,23.043,24.841,25.497,25.298,23.269,23.558,23.704,NaN,23.936,22.601,24.644,23.559,25.307,24.506,24.516,24.158,24.516,23.072,24.461,NaN
48.04,23.582,25.359,25.555,25.462,24.701,25.303,24.737,25.243,25.203,24.593,24.416,23.485,24.246,24.8,24.448,25.595,24.984,25.614,25.709,24.832,26.498,25.354,24.357,25.075,25.209,24.273,25.271,24.07,24.165,23.832,22.435,24.349,23.292,22.375,23.171,24.629,24.198,25.18,24.468,23.445,23.911,24.597,23.57,NaN,23.763
48.05,24.926,24.075,25.37,26.133,26.653,24.518,25.431,25.415,25.175,25.001,24.825,24.177,24.806,24.277,23.749,24.434,25.022,26.002,25.242,24.589,25.287,25.032,25.964,23.573,25.16,NaN,NaN,25.707,25.206,NaN,22.706,24.155,23.833,22.502,22.884,24.301,22.146,22.974,23.916,24.976,23.641,25.112,24.4,24.585,23.616
48.06,24.689,25.558,24.039,NaN,25.432,25.06,25.69,25.069,23.972,24.005,24.783,25.588,24.586,25.374,25.092,23.959,24.596,25.08,25.035,24.235,24.823,23.807,25.399,24.074,25.204,24.476,25.114,25.548,24.392,24.576,24.459,NaN,23.515,23.693,23.566,23.844,23.68,24.464,24.914,23.21,24.296,24.115,23.847,23.524,NaN
48.07,24.634,25.371,25.046,NaN,25.966,24.543,24.512,24.752,25.625,24.929,NaN,24.161,23.521,24.593,24.79,25.469,25.378,25.31,25.188,23.641,25.743,24.155,25.799,24.971,25.165,24.497,NaN,24.86,24.345,24.791,23.309,NaN,24.304,22.652,24.025,23.801,22.801,24.49,24.383,24.151,23.748,25.468,24.823,24.027,23.429
48.08,23.689,24.734,25.341,26.803,24.564,25.564,24.981,24.501,25.336,24.987,23.242,NaN,23.872,25.578,23.141,24.958,25.628,23.881,24.695,24.399,25.555,24.057,25.242,24.122,24.768,23.962,25.491,24.636,24.68,24.444,22.85,23.348,23.776,23.399,23.079,25.267,23.496,24.177,23.175,23.415,23.672,24.135,23.655,23.131,23.065
48.09,24.328,24.629,24.476,25.29,24.786,24.882,25.5,24.99,26.01,24.022,24.076,23.926,25.067,24.063,23.097,24.307,25.053,25.457,24.577,24.194,25.867,26.471,23.724,24.909,24.84,NaN,24.267,NaN,24.514,NaN,24.013,24.346,23.574,23.733,23.981,23.379,22.448,24.814,24.713,23.619,24.213,24.497,24.721,24.098,22.921
48.1,24.839,25.42,24.634,25.842,25.433,25.213,NaN,25.078,23.731,25.515,24.566,24.508,24.515,25.369,25.745,24.275,25.622,25.434,24.764,24.778,24.802,25.383,24.855,24.706,24.839,26.282,25.503,25.09,25.222,25.864,23.752,23.379,24.143,23.049,22.842,24.451,23.364,24.323,24.075,25.021,24.921,23.747,23.46,23.092,24.292
48.11,24.933,24.682,22.903,25.356,25.357,25.428,23.896,25.077,24.369,25.13,24.293,24.158,22.719,26.141,24.956,24.766,25.173,25.059,25.574,25.337,25.009,24.741,23.912,23.711,25.046,24.979,25.922,25.185,24.68,24.887,23.87,22.977,23.519,23.754,24.352,23.675,23.557,23.136,25.143,25.159,24.687,24.087,24.627,24.582,25.119
48.12,24.945,24.683,24.024,25.563,25.708,25.394,25.123,24.502,24.477,24.118,23.944,25.217,25.363,25.07,24.904,24.831,25.308,25.218,24.81,24.376,24.518,23.893,26.481,24.82,24.985,24.905,25.982,24.059,25.627,24.414,23.423,23.82,23.896,23.395,23.077,24.007,23.419,24.485,23.298,25.04,24.157,24.419,24.509,23.527,24.017
48.13,24.656,25.16,NaN,25.119,NaN,25.216,25.267,24.859,NaN,23.814,24.754,24.357,NaN,25.394,25.47,25.028,25.531,24.879,26.113,25.104,24.372,25.158,25.151,24.207,24.053,25.301,25.643,NaN,26.056,25.026,23.26,24.577,24.37,23.879,23.209,24.304,23.095,23.93,23.961,23.593,24.063,23.894,23.823,23.824,23.614
48.14,23.751,25.392,25.241,24.333,25.464,NaN,25.38,25.6,24.007,24.309,23.424,25.203,25.535,25.023,25.857,25.299,24.455,24.71,26.211,23.857,24.895,24.209,24.647,24.14,25.084,24.675,26.091,24.805,24.132,23.791,23.516,23.924,23.875,23.26,23.539,24.125,24.055,25.383,24.212,24.493,24.235,23.435,23.375,23.814,23.595
48.15,24.589,25.398,23.89,25.998,26.204,25.139,24.374,24.531,24.983,NaN,23.785,25.132,24.9,24.085,24.28,24.841,25.765,25.588,25.156,24.34,25.277,24.164,25.255,24.467,24.983,25.324,25.601,23.95,25.169,24.96,24.14,24.241,NaN,23.485,22.472,24.769,23.224,24.399,24.969,24.768,23.044,24.757,25.005,23.606,24.277
48.16,24.782,24.648,24.77,25.466,23.75,25.661,25,24.03,23.858,25.164,25.513,25.469,25.275,24.88,24.668,23.739,25.363,24.779,25.079,23.924,25.339,25.377,25.544,23.186,24.141,NaN,25.7,25.635,25.42,25.026,23.919,23.534,23.719,23.683,23.341,23.876,23.622,23.517,24.783,24.247,24.924,24.173,24.16,23.863,24.321
48.17,24.841,23.953,25.452,NaN,25.338,24.741,25.561,24.371,25.342,25.289,24.733,NaN,24.641,23.498,24.478,23.728,24.674,24.357,NaN,24.922,25.589,24.918,25.036,25.586,24.251,24.8,25.205,24.91,24.203,24.225,24.739,25.411,24.995,23.944,22.954,24.827,23.391,24.022,23.899,23.247,NaN,24.602,23.887,23.943,23.742
48.18,25.808,23.876,25.252,24.359,26.053,25.506,25.104,24.11,24.972,26.01,24.469,25.229,24.765,25.297,22.431,24.813,25.242,24.394,24.814,24.811,24.701,24.708,25.179,24.608,25.28,24.658,25.786,25.629,24.504,NaN,23.552,24.912,23.324,22.778,22.468,25.651,23.811,23.742,23.229,24.503,25.037,23.396,24.411,23.636,24.629
48.19,25.586,24.235,24.194,25.563,25.726,24.807,25.389,25.141,24.007,23.793,24.654,25.29,24.857,25.055,25.488,25.857,25.259,25.449,25.228,24.922,26.049,24.257,25.948,24.923,24.957,24.399,26.451,25.368,25.167,25.036,23.432,NaN,23.241,22.976,23.696,23.636,22.887,24.091,25.021,23.983,23.53,23.954,24.383,23.746,25.024
48.2,24.754,25.289,24.41,24.568,25.332,26.141,24.746,24.363,25.698,23.973,25.23,25.388,NaN,25.217,24.308,24.904,25.645,25.042,25.443,25.469,25.826,24.594,24.499,25.35,24.714,24.106,24.852,26.176,25.315,25.199,23.72,23.672,24.451,23.906,22.918,23.384,23.54,24.626,24.27,24.488,24.393,23.048,22.763,22.896,22.936
48.21,24.481,26.222,24.231,25.967,26.26,24.614,25.156,26.175,24.424,24.214,24.318,24.201,24.499,24.096,25.04,24.348,25.614,24.239,25.626,23.762,25.629,23.79,25.232,23.783,24.118,24.397,25.463,25.278,25.134,25.086,23.555,23.016,24.412,22.936,23.198,24.835,22.936,24.182,24.666,23.18,24.777,24.918,23.732,23.909,24.631
48.22,24.933,23.434,25.202,25.588,NaN,25.673,24.086,24.842,24.775,25.263,24.476,24.522,24.994,25.108,23.301,25.23,26.068,26.223,24.895,24.98,25.196,24.294,25.98,24.361,24.662,24.524,25.992,25.393,24.723,23.145,22.604,22.49,23.126,23.779,23.821,23.996,23.68,23.124,24.529,24.952,22.864,24.529,24.788,23.415,24.05
48.23,24.999,24.904,24.698,25.541,25.799,25.047,25.401,24.531,24.034,23.677,24.451,24.78,24.783,24.811,25.336,24.927,23.981,24.654,25.788,25.392,25.241,25.311,24.768,23.471,25.353,24.617,24.777,25.037,24.369,24.33,24.398,23.24,23.714,23.486,22.953,23.629,23.758,23.097,23.612,24.396,24.305,24.13,24.714,23.09,23.825
48.24,25.15,26.284,24.899,26.121,24.179,24.276,25.428,25.137,24.131,NaN,23.989,24.961,25.689,24.268,24.771,25.452,25.829,25.085,23.69,24.457,25.384,25.447,25.003,24.876,24.253,NaN,25.29,25.453,25.512,26.145,25.108,23.298,24.14,23.348,23.487,24.359,23.397,25.387,25.145,24.042,23.934,23.705,23.819,23.823,24.58
48.25,24.965,24.849,25.283,24.401,26.462,25.564,23.722,24.617,24.395,23.937,24.467,25.061,24.987,25.312,24.185,25.36,25.123,26.323,25.589,24.405,24.838,23.88,24.684,24.909,25.487,24.98,25.938,26.892,24.767,25.083,24.314,23.466,23.817,22.524,24.292,24.522,23.54,24.004,25.174,24.459,24.329,25.229,24.257,23.854,22.806
48.26,23.72,24.949,25.322,NaN,24.749,24.148,26.829,23.995,25.345,24.103,24.368,24.124,NaN,24.789,24.743,25.443,25.008,25.495,25.356,24.319,25.392,23.578,24.99,24.219,25.547,24.805,25.711,25.585,25.401,26.335,24.42,23.093,24.282,23.856,22.919,25.07,23.631,24.087,25.009,24.89,24.001,23.583,24.215,24.646,22.813
48.27,NaN,24.77,24.377,24.736,25.705,24.65,24.66,25.156,NaN,24.792,23.981,25.248,25.048,24.747,25.48,25.66,25.171,25.263,25.7,24.244,24.765,24.506,26.455,24.859,25.285,25.512,26.029,25.524,24.925,NaN,23.537,24.861,24.625,23.626,22.974,25.108,22.728,23.536,24.65,25.285,23.759,24.299,23.984,24.858,24.335
48.28,24.429,24.758,24.942,26.277,25.953,24.743,24.529,24.379,24.773,24.13,23.983,25.008,23.695,24.295,25.347,24.546,25.8,25.551,NaN,23.831,25.026,24.452,25.381,23.986,25.11,23.924,25.757,25.233,24.91,24.728,23.911,23.051,24.379,23.294,23.813,24.251,23.303,25.263,23.746,25.21,24.105,24.234,23.641,23.087,24.275
48.29,25.192,24.15,23.736,24.802,25.886,24.745,24.779,25.002,24.4,23.743,24.694,24.976,24.234,24.273,24.411,24.961,23.888,24.522,24.881,23.493,25.781,24.355,24.688,24.807,24.153,23.791,25.771,25.579,24.534,25.484,22.424,24.297,24.461,24.014,23.573,25.096,23.617,24.469,24.153,23.987,24.229,24.639,23.848,23.761,24.651
48.3,24.665,25.054,24.019,25.613,26.695,24.011,25.365,22.87,24.981,25.529,24.413,25.664,24.092,24.93,24.868,23.736,25.464,25.495,25.463,24.249,24.736,24.277,25.1,24.766,25.602,24.293,25.596,26.016,24.75,24.969,23.567,23.346,23.562,22.823,21.863,24.614,22.502,23.339,NaN,25.007,23.778,24.134,23.496,24.967,24.107
48.31,24.112,24.099,23.391,25.786,26.316,25.92,24.62,25.396,24.605,24.181,23.684,25.49,24.33,23.304,23.787,23.779,25.515,24.904,24.231,24.271,25.624,25.426,26.377,23.919,24.946,25.045,26.377,24.502,23.966,25.017,24.976,24.151,22.99,22.268,23.118,24.47,23.9,24.569,22.462,23.695,23.447,24.434,24.438,24.073,23.635
48.32,24.739,24.863,24.947,25.945,25.394,25.6,24.734,23.755,23.977,24.887,23.53,23.874,NaN,24.482,23.912,25.095,24.362,24.945,25.277,24.39,25.349,25.342,25.622,24.831,24.556,24.634,25.652,24.792,25.097,25.424,22.846,23.925,23.537,24.202,24.009,23.235,23.03,24.123,24.28,24.19,23.264,24.47,24.97,23.723,24.509
48.33,NaN,24.519,24.809,25.852,24.228,25.622,24.759,26.007,24.933,23.534,25.459,25.193,25.236,24.602,24.684,25.257,26.214,23.951,24.097,24.235,25.145,25.026,24.599,25.254,24.995,24.821,25.287,NaN,24.171,24.583,23.955,24.748,23.726,22.68,24.172,NaN,23.22,24.237,23.543,24.535,23.841,24.2,24.547,23.781,23.358
48.34,24.812,23.774,23.969,24.816,24.605,25.675,25.72,25.352,24.665,25.309,24.537,NaN,25.677,24.268,24.842,23.542,24.991,25.492,24.806,24.902,25.718,24.092,25.642,24.07,24.328,24.985,25.086,25.208,23.429,23.823,23.848,24.726,23.864,23.076,23.729,24.385,23.698,24.665,24.892,23.205,24.968,24.409,23.447,24.55,23.506
48.35,24.066,25.7,24.874,25.979,25.997,24.021,26.443,24.286,25.524,24.551,24.764,24.785,25.556,NaN,25.539,24.447,25.485,25.956,24.037,25.106,24.195,24.556,24.986,25.577,25.34,24.435,26.729,26.081,25.672,24.663,23.335,23.191,24.093,23.011,22.849,24.166,23.612,24.524,24.221,24.127,23.974,22.979,25.12,24.548,24.688
48.36,24.456,25.299,25.412,25.942,25.68,25.119,24.455,24.775,24.634,24.374,24.567,NaN,25.05,24.077,24.156,24.902,25.165,24.417,25.146,25.026,26.228,24.809,24.795,23.095,25.58,25.102,24.587,25.618,23.599,24.256,23.783,24.107,24.049,23.05,23.76,24.727,23.153,23.613,25.387,23.92,24.684,24.391,23.908,23.636,24.462
48.37,23.722,25.171,24.983,24.694,24.769,24.643,25.271,25.087,24.047,25.96,25.402,25.573,25.445,24.985,25.277,24.783,24.323,25.209,24.425,23.913,23.985,24.874,24.551,23.942,24.261,23.797,25.1,25.154,24.989,24.335,23.822,24.052,24.022,23.323,23.906,23.414,23.056,24.424,23,24.109,22.953,24.378,24.77,24.151,23.587
48.38,26.154,25.195,25.217,26.348,25.575,24.624,25.118,25.214,NaN,24.191,24.623,23.157,24.562,24.342,23.75,25.207,26.635,25.875,24.982,23.486,25.962,23.932,25.718,24.142,24.896,24.261,25.39,24.912,24.854,23.933,23.771,23.288,23.447,22.361,23.579,23.819,23.538,25.159,24.582,24.408,24.046,24.291,24.184,23.681,23.887
48.39,24.259,25.857,25.141,24.876,26.248,NaN,25.409,25.247,24.859,24.669,24.314,24.157,25.228,25.514,24.44,24.517,25.245,26.175,25.914,24.548,25.184,24.543,25.592,24.812,24.909,25.337,25.545,25.399,24.604,24.671,23.771,22.972,25.04,23.095,24.425,24.644,23.221,24.923,24.138,24.41,22.856,25.101,23.955,23.535,23.657
48.4,23.799,25.958,25.37,25.42,25.934,25.876,25.347,23.957,24.139,25.098,24.586,25.067,24.62,24.952,24.262,24.852,24.646,24.406,25.029,25.652,25.997,24.58,25.373,24.518,24.783,24.587,26.158,25.917,24.041,24.779,23.311,22.407,24.054,23.748,23.267,23.072,23.181,24.33,24.429,24.734,25.097,24.971,24.268,24.382,24.067
48.41,23.957,25.642,23.718,26.586,25.208,24.848,25.087,24.586,24.309,24.005,25.474,24.712,24.932,23.698,25.081,24,25.001,24.642,25.229,24.819,24.628,24.991,25.396,24.673,24.627,24.097,25.252,25.361,25.175,25.834,23.938,24.186,24.161,23.358,24.468,23.734,22.787,23.911,24.278,24.511,25.315,24.158,24.853,24.624,NaN
48.42,23.927,25.941,25.841,26.364,25.176,24.736,25.581,24.78,NaN,24.019,24.055,NaN,26.46,25.305,24.892,23.896,25.86,24.837,25.578,24.827,24.593,24.141,24.754,23.386,24.281,24.504,24.855,24.01,25.827,NaN,23.175,23.125,23.993,23.785,23.304,24.175,23.547,23.66,23.574,24.325,24.11,23.414,24.997,22.877,23.521
